ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job
564,Rhys,Bates,91,Male,9,375,378,0,2,Single,INTJ,How many friends do you have?,I don't have any friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Ellen Garner,What is your eldest sibling's age?,My eldest sibling is Bradley who was born 22 years old,Child
565,Jaxon,Stephen,91,Male,9,384,381,0,3,Single,ESFJ,How long have you been friends with Kerry?,I've been friends with Kerry since I was 6,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 33 years old when she had me,Do you have any shared friends with Kayla Little?,No. Kayla and I don't share any friends,Child
566,Mohammed,Mcghie,91,Male,9,412,413,0,2,Single,INTJ,Do you get along well with Aria?,I talked to Aria when I was 5 but we didn't work as friends,Who were your parents?,My mother was Leigh and my father was Taylor,How many friends do you have?,I don't have any friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Child
567,Kerry,Ritchie,92,Female,8,303,307,0,3,Single,ESFJ,How long have you been friends with Corey?,I've been friends with Corey since I was 1,Who was your first friend?,My first friend was Corey Muldoon,What is your eldest sibling's age?,My eldest sibling is Ewan who was born 26 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child
568,Dylan,Bates,92,Male,8,311,301,0,2,Single,ENTP,Do you get along well with Aria?,I talked to Aria when I was 5 but we didn't work as friends,How old was your mother when she had you?,My mother was 46 years old when she had me,Do you have any shared friends with Rhiannon Nelson?,No. Rhiannon and I don't share any friends,Who were your parents?,My mother was Mya and my father was Sonny,How many friends do you have?,I don't have any friends,Child
569,Amber,Mclay,92,Female,8,347,337,0,2,Single,ESFJ,How long have you been friends with Judith?,I've been friends with Judith since I was 5,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Elaine Hair,What is your eldest sibling's age?,My eldest sibling is Ronan who was born 24 years old,Child
570,Morven,Gault,92,Female,8,360,364,0,3,Single,ESFP,Do you get along well with Corey?,I talked to Corey when I was 3 but we didn't work as friends,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 37 years old when she had me,Do you have any shared friends with Elsie Mcghie?,No. Elsie and I don't share any friends,Child
571,Melanie,Dryden,92,Female,8,370,358,0,3,Single,ESFJ,What happened to your right arm?,I scarred my right arm when I was 1,How long have you been friends with Brian?,I've been friends with Brian since I was 5,Who were your parents?,My mother was Janet and my father was Mark,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Child
572,Victoria,Mcghie,93,Female,7,296,294,0,4,Single,ESTJ,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Christine Stephen,What is your eldest sibling's age?,My eldest sibling is Isabella who was born 33 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child
573,Kai,Garner,93,Male,7,349,354,0,2,Single,ISFJ,How old was your mother when she had you?,My mother was 40 years old when she had me,Do you have any shared friends with Erin Stanners?,No. Erin and I don't share any friends,Who were your parents?,My mother was Freya and my father was Louie,How many friends do you have?,I don't have any friends,Do you have any siblings?,Yes. but I only have one sibling,Child
574,Rose,Stephen,93,Female,7,384,381,0,2,Single,ESFJ,What happened to your left arm?,I scarred my left arm when I was 3,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Ellen Garner,What is your eldest sibling's age?,My eldest sibling is Neve who was born 18 years old,How old was your mother when she died?,My mother is actually still alive,Child
575,Hollie,Gault,93,Female,7,396,405,0,3,Single,ENFP,When were you born?,I was born in the year 93,How long have you been friends with Elizabeth?,I've been friends with Elizabeth since I was 1,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 33 years old when she had me,Do you have any shared friends with Elizabeth Gault?,No. Elizabeth and I don't share any friends,Child
576,Sonny,Morris,93,Male,7,419,409,0,3,Single,ENTP,Who were your parents?,My mother was Amelie and my father was Robin,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Mandy Glendinning,Child
577,Mark,Wales,93,Male,7,442,411,0,2,Single,ISFP,How long have you been friends with Paula?,I've been friends with Paula since I was 1,How long have you been friends with Neve?,I've been friends with Neve since I was 6,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child
578,Charlie,Niven,94,Female,6,297,300,0,3,Single,ENTJ,How old was your mother when she had you?,My mother was 50 years old when she had me,Do you have any shared friends with Mhairi Garner?,No. Mhairi and I don't share any friends,Who were your parents?,My mother was Meghan and my father was Mason,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. but I only have one sibling,Child
579,Harris,Little,94,Male,6,304,315,0,3,Single,ENTJ,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Morven Cassidy,What is your eldest sibling's age?,My eldest sibling is Daryl who was born 29 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child
580,Cheryl,Compton,94,Female,6,320,322,0,3,Single,ENFP,How old was your mother when she had you?,My mother was 46 years old when she had me,Do you have any shared friends with Christine Stephen?,No. Christine and I don't share any friends,Who were your parents?,My mother was Kathleen and my father was Elliot,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Child
581,Paige,Little,94,Female,6,365,343,0,2,Single,ENTJ,How long have you been friends with Cody?,I've been friends with Cody since I was 1,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Cody Gault,What is your eldest sibling's age?,My eldest sibling is Kara who was born 16 years old,How old was your mother when she died?,My mother is actually still alive,Child
582,Gavin,Dryden,94,Male,6,370,358,0,2,Single,ESFJ,When were you born?,I was born in the year 94,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 37 years old when she had me,Do you have any shared friends with Zak Hosie?,No. Zak and I don't share any friends,Who were your parents?,My mother was Janet and my father was Mark,Child
583,Nikki,Mcghie,94,Female,6,412,413,0,2,Single,INTJ,How many friends do you have?,I don't have any friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Peter Muldoon,What is your eldest sibling's age?,My eldest sibling is Mohammed who was born 9 years old,Child
584,Abbi,Mcghie,94,Female,6,417,422,0,2,Single,ENTJ,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 29 years old when she had me,Do you have any shared friends with Gail Nelson?,No. Gail and I don't share any friends,Who were your parents?,My mother was Nicole and my father was Bradley,Child
